,rise,geoid_tract,U7B001,U7C005,U7B004,U7C002,U7G001,state_code,state_name,U7B001_total,U7B001_percentage
16183,4,45019002104,2012,1915,20,30,3655,SC,South Carolina,2012,100.0
21929,5,45019002104,2012,1915,20,30,3655,SC,South Carolina,2012,100.0
28215,6,45019002104,2012,1915,20,30,3655,SC,South Carolina,2012,100.0
34933,7,45019002104,2012,1915,20,30,3655,SC,South Carolina,2012,100.0
42029,8,45019002104,2012,1915,20,30,3655,SC,South Carolina,2012,100.0
49428,9,45019002104,2012,1915,20,30,3655,SC,South Carolina,2012,100.0
57121,10,45019002104,2012,1915,20,30,3655,SC,South Carolina,2012,100.0
2748,1,45019002105,548,534,0,2,605,SC,South Carolina,2184,25.1
6553,2,45019002105,2065,1998,10,21,2387,SC,South Carolina,2184,94.6
11056,3,45019002105,2177,2106,11,23,2481,SC,South Carolina,2184,99.7
16184,4,45019002105,2183,2109,12,24,2483,SC,South Carolina,2184,100.0
21930,5,45019002105,2183,2109,12,24,2483,SC,South Carolina,2184,100.0
28216,6,45019002105,2183,2109,12,24,2483,SC,South Carolina,2184,100.0
34934,7,45019002105,2184,2109,12,25,2484,SC,South Carolina,2184,100.0
42030,8,45019002105,2184,2109,12,25,2484,SC,South Carolina,2184,100.0
49429,9,45019002105,2184,2109,12,25,2484,SC,South Carolina,2184,100.0
57122,10,45019002105,2184,2109,12,25,2484,SC,South Carolina,2184,100.0
2749,1,45019002200,226,126,91,4,140,SC,South Carolina,2848,7.9
6554,2,45019002200,474,309,153,4,290,SC,South Carolina,2848,16.6
11057,3,45019002200,705,380,289,15,387,SC,South Carolina,2848,24.8
16185,4,45019002200,2848,1419,1240,82,1386,SC,South Carolina,2848,100.0
21931,5,45019002200,2848,1419,1240,82,1386,SC,South Carolina,2848,100.0
28217,6,45019002200,2848,1419,1240,82,1386,SC,South Carolina,2848,100.0
34935,7,45019002200,2848,1419,1240,82,1386,SC,South Carolina,2848,100.0
42031,8,45019002200,2848,1419,1240,82,1386,SC,South Carolina,2848,100.0
49430,9,45019002200,2848,1419,1240,82,1386,SC,South Carolina,2848,100.0
57123,10,45019002200,2848,1419,1240,82,1386,SC,South Carolina,2848,100.0
2750,1,45019002300,594,480,87,9,429,SC,South Carolina,1884,31.5
6555,2,45019002300,1625,1037,493,52,1061,SC,South Carolina,1884,86.3
11058,3,45019002300,1745,1096,543,59,1126,SC,South Carolina,1884,92.6
16186,4,45019002300,1884,1195,574,65,1231,SC,South Carolina,1884,100.0
21932,5,45019002300,1884,1195,574,65,1231,SC,South Carolina,1884,100.0
28218,6,45019002300,1884,1195,574,65,1231,SC,South Carolina,1884,100.0
34936,7,45019002300,1884,1195,574,65,1231,SC,South Carolina,1884,100.0
42032,8,45019002300,1884,1195,574,65,1231,SC,South Carolina,1884,100.0
49431,9,45019002300,1884,1195,574,65,1231,SC,South Carolina,1884,100.0
57124,10,45019002300,1884,1195,574,65,1231,SC,South Carolina,1884,100.0
2751,1,45019002400,437,240,149,29,223,SC,South Carolina,4095,10.7
6556,2,45019002400,540,295,187,35,272,SC,South Carolina,4095,13.2
11059,3,45019002400,819,502,249,38,410,SC,South Carolina,4095,20.0
16187,4,45019002400,914,541,298,39,460,SC,South Carolina,4095,22.3
21933,5,45019002400,1100,596,422,44,537,SC,South Carolina,4095,26.9
28219,6,45019002400,1175,621,467,46,584,SC,South Carolina,4095,28.7
34937,7,45019002400,1193,629,469,46,588,SC,South Carolina,4095,29.1
42033,8,45019002400,1290,704,488,46,642,SC,South Carolina,4095,31.5
49432,9,45019002400,1438,825,496,59,700,SC,South Carolina,4095,35.1
57125,10,45019002400,1589,891,578,59,784,SC,South Carolina,4095,38.8
2752,1,45019002502,122,74,23,11,45,SC,South Carolina,7551,1.6
6557,2,45019002502,1096,705,324,31,506,SC,South Carolina,7551,14.5
11060,3,45019002502,1311,879,340,45,598,SC,South Carolina,7551,17.4
16188,4,45019002502,2393,1425,814,74,1099,SC,South Carolina,7551,31.7
21934,5,45019002502,2700,1542,980,92,1243,SC,South Carolina,7551,35.8
28220,6,45019002502,2776,1576,1008,105,1270,SC,South Carolina,7551,36.8
34938,7,45019002502,2805,1591,1014,110,1283,SC,South Carolina,7551,37.1
42034,8,45019002502,2825,1610,1014,111,1293,SC,South Carolina,7551,37.4
49433,9,45019002502,3020,1670,1125,135,1398,SC,South Carolina,7551,40.0
57126,10,45019002502,3103,1722,1148,138,1425,SC,South Carolina,7551,41.1
2753,1,45019002604,697,449,177,52,381,SC,South Carolina,3619,19.3
6558,2,45019002604,697,449,177,52,381,SC,South Carolina,3619,19.3
11061,3,45019002604,747,496,177,54,410,SC,South Carolina,3619,20.6
16189,4,45019002604,747,496,177,54,410,SC,South Carolina,3619,20.6
21935,5,45019002604,747,496,177,54,410,SC,South Carolina,3619,20.6
28221,6,45019002604,747,496,177,54,410,SC,South Carolina,3619,20.6
34939,7,45019002604,827,558,178,57,435,SC,South Carolina,3619,22.9
42035,8,45019002604,904,613,187,63,468,SC,South Carolina,3619,25.0
49434,9,45019002604,1799,1204,358,114,948,SC,South Carolina,3619,49.7
57127,10,45019002604,2018,1380,374,130,1045,SC,South Carolina,3619,55.8
2754,1,45019002605,107,11,95,0,52,SC,South Carolina,3907,2.7
6559,2,45019002605,107,11,95,0,52,SC,South Carolina,3907,2.7
11062,3,45019002605,107,11,95,0,52,SC,South Carolina,3907,2.7
16190,4,45019002605,107,11,95,0,52,SC,South Carolina,3907,2.7
21936,5,45019002605,177,64,107,3,110,SC,South Carolina,3907,4.5
28222,6,45019002605,268,122,128,11,145,SC,South Carolina,3907,6.9
34940,7,45019002605,354,190,141,16,186,SC,South Carolina,3907,9.1
42036,8,45019002605,525,344,145,18,260,SC,South Carolina,3907,13.4
49435,9,45019002605,989,561,305,46,460,SC,South Carolina,3907,25.3
57128,10,45019002605,1812,982,637,69,946,SC,South Carolina,3907,46.4
2755,1,45019002606,1046,913,71,23,461,SC,South Carolina,2130,49.1
6560,2,45019002606,1046,913,71,23,461,SC,South Carolina,2130,49.1
11063,3,45019002606,1046,913,71,23,461,SC,South Carolina,2130,49.1
16191,4,45019002606,1046,913,71,23,461,SC,South Carolina,2130,49.1
21937,5,45019002606,1046,913,71,23,461,SC,South Carolina,2130,49.1
28223,6,45019002606,1184,1031,72,32,514,SC,South Carolina,2130,55.6
34941,7,45019002606,1232,1073,72,35,529,SC,South Carolina,2130,57.8
42037,8,45019002606,1312,1139,75,41,556,SC,South Carolina,2130,61.6
49436,9,45019002606,1537,1357,75,43,643,SC,South Carolina,2130,72.2
57129,10,45019002606,1724,1522,90,46,736,SC,South Carolina,2130,80.9
2756,1,45019002611,488,368,95,4,214,SC,South Carolina,3007,16.2
6561,2,45019002611,2387,1736,367,105,1224,SC,South Carolina,3007,79.4
11064,3,45019002611,2387,1736,367,105,1224,SC,South Carolina,3007,79.4
16192,4,45019002611,2426,1758,367,113,1233,SC,South Carolina,3007,80.7
21938,5,45019002611,2426,1758,367,113,1233,SC,South Carolina,3007,80.7
28224,6,45019002611,2426,1758,367,113,1233,SC,South Carolina,3007,80.7
34942,7,45019002611,2426,1758,367,113,1233,SC,South Carolina,3007,80.7
42038,8,45019002611,2426,1758,367,113,1233,SC,South Carolina,3007,80.7
49437,9,45019002611,2426,1758,367,113,1233,SC,South Carolina,3007,80.7
57130,10,45019002611,3007,2261,409,132,1597,SC,South Carolina,3007,100.0
2757,1,45019002612,1322,778,478,31,665,SC,South Carolina,6677,19.8
6562,2,45019002612,1937,1134,680,65,1030,SC,South Carolina,6677,29.0
11065,3,45019002612,3418,2151,915,154,1637,SC,South Carolina,6677,51.2
16193,4,45019002612,3653,2219,1059,171,1742,SC,South Carolina,6677,54.7
21939,5,45019002612,4962,2708,1702,235,2583,SC,South Carolina,6677,74.3
28225,6,45019002612,5253,2833,1829,254,2769,SC,South Carolina,6677,78.7
34943,7,45019002612,5253,2833,1829,254,2769,SC,South Carolina,6677,78.7
42039,8,45019002612,5253,2833,1829,254,2769,SC,South Carolina,6677,78.7
49438,9,45019002612,5621,3024,1938,273,3006,SC,South Carolina,6677,84.2
57131,10,45019002612,5621,3024,1938,273,3006,SC,South Carolina,6677,84.2
2758,1,45019002613,427,363,28,19,233,SC,South Carolina,5255,8.1
6563,2,45019002613,3494,2403,516,294,1648,SC,South Carolina,5255,66.5
11066,3,45019002613,3781,2609,551,307,1857,SC,South Carolina,5255,72.0
16194,4,45019002613,3781,2609,551,307,1857,SC,South Carolina,5255,72.0
21940,5,45019002613,4571,3200,646,358,2332,SC,South Carolina,5255,87.0
28226,6,45019002613,5051,3505,777,377,2687,SC,South Carolina,5255,96.1
34944,7,45019002613,5051,3505,777,377,2687,SC,South Carolina,5255,96.1
42040,8,45019002613,5051,3505,777,377,2687,SC,South Carolina,5255,96.1
49439,9,45019002613,5051,3505,777,377,2687,SC,South Carolina,5255,96.1
57132,10,45019002613,5051,3505,777,377,2687,SC,South Carolina,5255,96.1
2759,1,45019002801,343,297,37,4,191,SC,South Carolina,4409,7.8
6565,2,45019002801,686,568,61,20,317,SC,South Carolina,4409,15.6
11069,3,45019002801,1770,1355,278,58,812,SC,South Carolina,4409,40.1
16197,4,45019002801,2572,2004,341,70,1186,SC,South Carolina,4409,58.3
21943,5,45019002801,2803,2170,372,83,1297,SC,South Carolina,4409,63.6
28230,6,45019002801,3351,2607,456,91,1546,SC,South Carolina,4409,76.0
34948,7,45019002801,3959,3085,538,105,1902,SC,South Carolina,4409,89.8
42044,8,45019002801,4083,3175,563,109,1952,SC,South Carolina,4409,92.6
49443,9,45019002801,4141,3222,570,111,1979,SC,South Carolina,4409,93.9
57136,10,45019002801,4235,3296,580,112,2017,SC,South Carolina,4409,96.1
2760,1,45019002802,215,184,6,14,101,SC,South Carolina,2663,8.1
6566,2,45019002802,515,431,19,30,222,SC,South Carolina,2663,19.3
11070,3,45019002802,1204,1101,19,35,532,SC,South Carolina,2663,45.2
16198,4,45019002802,1249,1143,19,35,555,SC,South Carolina,2663,46.9
21944,5,45019002802,1406,1281,22,45,621,SC,South Carolina,2663,52.8
28231,6,45019002802,1698,1540,33,55,773,SC,South Carolina,2663,63.8
34949,7,45019002802,2002,1807,34,65,922,SC,South Carolina,2663,75.2
42045,8,45019002802,2312,2094,38,78,1085,SC,South Carolina,2663,86.8
49444,9,45019002802,2454,2213,39,88,1149,SC,South Carolina,2663,92.2
57137,10,45019002802,2480,2237,39,90,1167,SC,South Carolina,2663,93.1
2761,1,45019002900,115,51,58,8,79,SC,South Carolina,2839,4.1
6567,2,45019002900,115,51,58,8,79,SC,South Carolina,2839,4.1
11071,3,45019002900,247,120,111,12,143,SC,South Carolina,2839,8.7
16199,4,45019002900,265,124,121,13,155,SC,South Carolina,2839,9.3
21945,5,45019002900,331,177,124,19,214,SC,South Carolina,2839,11.7
28232,6,45019002900,387,193,161,20,248,SC,South Carolina,2839,13.6
34950,7,45019002900,681,375,254,22,428,SC,South Carolina,2839,24.0
42046,8,45019002900,1010,490,451,32,593,SC,South Carolina,2839,35.6
49445,9,45019002900,1714,1013,550,49,944,SC,South Carolina,2839,60.4
57138,10,45019002900,2839,1894,679,95,1662,SC,South Carolina,2839,100.0
2762,1,45019003000,776,730,12,6,512,SC,South Carolina,3897,19.9
6568,2,45019003000,1071,1016,13,11,628,SC,South Carolina,3897,27.5
11072,3,45019003000,1542,1453,17,23,868,SC,South Carolina,3897,39.6
16200,4,45019003000,1750,1654,17,23,963,SC,South Carolina,3897,44.9
21946,5,45019003000,2141,2001,20,38,1143,SC,South Carolina,3897,54.9
28233,6,45019003000,2569,2401,20,48,1347,SC,South Carolina,3897,65.9
34951,7,45019003000,2987,2749,33,67,1546,SC,South Carolina,3897,76.6
42047,8,45019003000,3893,3541,59,104,2154,SC,South Carolina,3897,99.9
49446,9,45019003000,3897,3544,59,105,2159,SC,South Carolina,3897,100.0
57139,10,45019003000,3897,3544,59,105,2159,SC,South Carolina,3897,100.0
2763,1,45019003109,16,10,0,2,3,SC,South Carolina,3376,0.5
6569,2,45019003109,16,10,0,2,3,SC,South Carolina,3376,0.5
11073,3,45019003109,16,10,0,2,3,SC,South Carolina,3376,0.5
16201,4,45019003109,16,10,0,2,3,SC,South Carolina,3376,0.5
21948,5,45019003109,16,10,0,2,3,SC,South Carolina,3376,0.5
28235,6,45019003109,19,10,3,2,4,SC,South Carolina,3376,0.6
34954,7,45019003109,19,10,3,2,4,SC,South Carolina,3376,0.6
42050,8,45019003109,94,59,20,6,41,SC,South Carolina,3376,2.8
49449,9,45019003109,157,82,46,12,56,SC,South Carolina,3376,4.7
57143,10,45019003109,386,165,151,37,145,SC,South Carolina,3376,11.4
2764,1,45019003400,118,32,54,31,51,SC,South Carolina,4870,2.4
6571,2,45019003400,118,32,54,31,51,SC,South Carolina,4870,2.4
11075,3,45019003400,482,152,224,90,235,SC,South Carolina,4870,9.9
16204,4,45019003400,482,152,224,90,235,SC,South Carolina,4870,9.9
21951,5,45019003400,482,152,224,90,235,SC,South Carolina,4870,9.9
28238,6,45019003400,482,152,224,90,235,SC,South Carolina,4870,9.9
34957,7,45019003400,482,152,224,90,235,SC,South Carolina,4870,9.9
42054,8,45019003400,482,152,224,90,235,SC,South Carolina,4870,9.9
49455,9,45019003400,582,177,282,105,264,SC,South Carolina,4870,12.0
57149,10,45019003400,663,205,326,108,302,SC,South Carolina,4870,13.6
2765,1,45019003500,232,186,40,0,133,SC,South Carolina,3333,7.0
6572,2,45019003500,232,186,40,0,133,SC,South Carolina,3333,7.0
11076,3,45019003500,386,304,53,10,219,SC,South Carolina,3333,11.6
16205,4,45019003500,505,405,65,13,277,SC,South Carolina,3333,15.2
21952,5,45019003500,685,531,98,20,364,SC,South Carolina,3333,20.6
28239,6,45019003500,760,591,112,21,400,SC,South Carolina,3333,22.8
34958,7,45019003500,836,659,112,29,437,SC,South Carolina,3333,25.1
42055,8,45019003500,1061,845,133,31,555,SC,South Carolina,3333,31.8
49456,9,45019003500,1332,1081,140,47,644,SC,South Carolina,3333,40.0
57150,10,45019003500,1375,1119,141,49,665,SC,South Carolina,3333,41.3
2766,1,45019003700,144,50,90,4,101,SC,South Carolina,3368,4.3
6574,2,45019003700,152,50,91,9,102,SC,South Carolina,3368,4.5
11078,3,45019003700,216,63,122,24,124,SC,South Carolina,3368,6.4
16207,4,45019003700,302,97,154,38,171,SC,South Carolina,3368,9.0
21954,5,45019003700,354,117,174,45,195,SC,South Carolina,3368,10.5
28241,6,45019003700,318,109,149,42,178,SC,South Carolina,3368,9.4
34960,7,45019003700,396,127,195,49,246,SC,South Carolina,3368,11.8
42057,8,45019003700,503,170,241,64,304,SC,South Carolina,3368,14.9
49458,9,45019003700,526,179,249,65,314,SC,South Carolina,3368,15.6
57152,10,45019003700,634,184,342,73,377,SC,South Carolina,3368,18.8
2767,1,45019003900,151,105,32,5,84,SC,South Carolina,2973,5.1
6575,2,45019003900,1094,391,611,85,86,SC,South Carolina,2973,36.8
11079,3,45019003900,1094,391,611,85,86,SC,South Carolina,2973,36.8
16208,4,45019003900,1094,391,611,85,86,SC,South Carolina,2973,36.8
21956,5,45019003900,1094,391,611,85,86,SC,South Carolina,2973,36.8
28243,6,45019003900,1120,400,622,90,101,SC,South Carolina,2973,37.7
34962,7,45019003900,1128,402,628,90,101,SC,South Carolina,2973,37.9
42059,8,45019003900,1190,441,646,91,132,SC,South Carolina,2973,40.0
49460,9,45019003900,1190,441,646,91,132,SC,South Carolina,2973,40.0
57154,10,45019003900,1206,447,650,93,142,SC,South Carolina,2973,40.6
2768,1,45019004607,580,548,4,10,198,SC,South Carolina,5719,10.1
6577,2,45019004607,747,698,4,15,350,SC,South Carolina,5719,13.1
11082,3,45019004607,1027,957,5,28,526,SC,South Carolina,5719,18.0
16212,4,45019004607,1573,1437,17,51,939,SC,South Carolina,5719,27.5
21960,5,45019004607,1604,1465,17,53,955,SC,South Carolina,5719,28.0
28247,6,45019004607,2147,1948,22,83,1345,SC,South Carolina,5719,37.5
34967,7,45019004607,2274,2062,22,90,1403,SC,South Carolina,5719,39.8
42064,8,45019004607,2611,2359,22,104,1549,SC,South Carolina,5719,45.7
49465,9,45019004607,2624,2368,22,104,1554,SC,South Carolina,5719,45.9
57159,10,45019004607,3373,3040,46,124,1992,SC,South Carolina,5719,59.0
2769,1,45019004608,3799,3374,59,144,1429,SC,South Carolina,31198,12.2
6578,2,45019004608,6209,5555,84,231,2415,SC,South Carolina,31198,19.9
11083,3,45019004608,13454,12074,156,507,4970,SC,South Carolina,31198,43.1
16213,4,45019004608,18887,16862,239,694,6899,SC,South Carolina,31198,60.5
21961,5,45019004608,21430,18800,588,780,7893,SC,South Carolina,31198,68.7
28248,6,45019004608,22244,19504,605,817,8168,SC,South Carolina,31198,71.3
34968,7,45019004608,25889,22639,738,961,9830,SC,South Carolina,31198,83.0
42065,8,45019004608,28098,24539,807,1046,10650,SC,South Carolina,31198,90.1
49466,9,45019004608,29466,25721,878,1088,11279,SC,South Carolina,31198,94.4
57160,10,45019004608,30224,26364,888,1121,11551,SC,South Carolina,31198,96.9
2770,1,45019004609,1870,1661,63,77,811,SC,South Carolina,7846,23.8
6579,2,45019004609,1951,1724,68,84,838,SC,South Carolina,7846,24.9
11084,3,45019004609,2570,2105,246,119,1064,SC,South Carolina,7846,32.8
16214,4,45019004609,3119,2591,270,139,1312,SC,South Carolina,7846,39.8
21962,5,45019004609,3590,2981,324,146,1478,SC,South Carolina,7846,45.8
28249,6,45019004609,4765,3936,422,207,1962,SC,South Carolina,7846,60.7
34969,7,45019004609,5564,4617,461,245,2272,SC,South Carolina,7846,70.9
42066,8,45019004609,5884,4649,738,256,2402,SC,South Carolina,7846,75.0
49467,9,45019004609,6428,5142,748,264,2615,SC,South Carolina,7846,81.9
57161,10,45019004609,6423,5089,777,280,2604,SC,South Carolina,7846,81.9
2771,1,45019004610,1069,904,72,35,485,SC,South Carolina,5007,21.4
6580,2,45019004610,1123,955,72,36,505,SC,South Carolina,5007,22.4
11085,3,45019004610,1230,1009,112,40,539,SC,South Carolina,5007,24.6
16215,4,45019004610,1392,1136,122,51,589,SC,South Carolina,5007,27.8
21963,5,45019004610,1506,1239,123,56,639,SC,South Carolina,5007,30.1
28250,6,45019004610,1730,1437,126,66,736,SC,South Carolina,5007,34.6
34970,7,45019004610,1880,1534,132,70,792,SC,South Carolina,5007,37.5
42067,8,45019004610,2037,1642,166,83,859,SC,South Carolina,5007,40.7
49468,9,45019004610,2172,1765,169,84,923,SC,South Carolina,5007,43.4
57162,10,45019004610,2749,2218,218,96,1193,SC,South Carolina,5007,54.9
2772,1,45019004611,1298,1163,36,37,840,SC,South Carolina,10922,11.9
6581,2,45019004611,1819,1665,37,42,1121,SC,South Carolina,10922,16.7
11086,3,45019004611,1874,1719,37,42,1150,SC,South Carolina,10922,17.2
16216,4,45019004611,3017,2781,52,61,1677,SC,South Carolina,10922,27.6
21964,5,45019004611,3315,3048,64,68,1792,SC,South Carolina,10922,30.4
28251,6,45019004611,4775,4382,82,104,2427,SC,South Carolina,10922,43.7
34971,7,45019004611,5568,5086,104,118,2932,SC,South Carolina,10922,51.0
42068,8,45019004611,5871,5349,109,134,3070,SC,South Carolina,10922,53.8
49469,9,45019004611,6605,5995,143,163,3379,SC,South Carolina,10922,60.5
57163,10,45019004611,7432,6693,185,201,3769,SC,South Carolina,10922,68.0
2773,1,45019004613,1058,991,26,13,394,SC,South Carolina,1595,66.3
6583,2,45019004613,1058,991,26,13,394,SC,South Carolina,1595,66.3
11088,3,45019004613,1085,1017,26,13,405,SC,South Carolina,1595,68.0
16218,4,45019004613,1085,1017,26,13,405,SC,South Carolina,1595,68.0
21966,5,45019004613,1085,1017,26,13,405,SC,South Carolina,1595,68.0
28253,6,45019004613,1327,1235,29,19,481,SC,South Carolina,1595,83.2
34973,7,45019004613,1565,1449,31,23,559,SC,South Carolina,1595,98.1
42070,8,45019004613,1565,1449,31,23,559,SC,South Carolina,1595,98.1
49471,9,45019004613,1565,1449,31,23,559,SC,South Carolina,1595,98.1
57165,10,45019004613,1595,1472,31,25,575,SC,South Carolina,1595,100.0
2774,1,45019004614,1358,1132,107,47,696,SC,South Carolina,7689,17.7
6584,2,45019004614,1484,1252,110,48,736,SC,South Carolina,7689,19.3
11089,3,45019004614,1597,1345,115,57,774,SC,South Carolina,7689,20.8
16219,4,45019004614,2889,2491,130,80,1320,SC,South Carolina,7689,37.6
21967,5,45019004614,3671,3148,147,117,1602,SC,South Carolina,7689,47.7
28254,6,45019004614,3773,3236,147,121,1650,SC,South Carolina,7689,49.1
34974,7,45019004614,4686,4038,172,166,1999,SC,South Carolina,7689,60.9
42071,8,45019004614,6444,5652,188,234,2636,SC,South Carolina,7689,83.8
49472,9,45019004614,6444,5652,188,234,2636,SC,South Carolina,7689,83.8
57166,10,45019004614,6603,5792,189,238,2702,SC,South Carolina,7689,85.9
2775,1,45019004701,1024,990,3,9,514,SC,South Carolina,5804,17.6
6585,2,45019004701,1282,1230,7,20,605,SC,South Carolina,5804,22.1
11090,3,45019004701,1282,1230,7,20,605,SC,South Carolina,5804,22.1
16220,4,45019004701,1727,1653,13,24,814,SC,South Carolina,5804,29.8
21968,5,45019004701,1918,1837,13,28,954,SC,South Carolina,5804,33.0
28255,6,45019004701,2132,2008,17,39,1029,SC,South Carolina,5804,36.7
34975,7,45019004701,2138,2013,17,39,1033,SC,South Carolina,5804,36.8
42072,8,45019004701,2197,2059,17,49,1061,SC,South Carolina,5804,37.9
49473,9,45019004701,2705,2536,19,62,1281,SC,South Carolina,5804,46.6
57167,10,45019004701,3050,2848,27,73,1419,SC,South Carolina,5804,52.5
2776,1,45019004702,659,613,4,34,339,SC,South Carolina,2332,28.3
6586,2,45019004702,659,613,4,34,339,SC,South Carolina,2332,28.3
11091,3,45019004702,659,613,4,34,339,SC,South Carolina,2332,28.3
16221,4,45019004702,686,630,7,40,358,SC,South Carolina,2332,29.4
21969,5,45019004702,847,766,10,49,423,SC,South Carolina,2332,36.3
28256,6,45019004702,847,766,10,49,423,SC,South Carolina,2332,36.3
34976,7,45019004702,1236,1085,40,68,622,SC,South Carolina,2332,53.0
42073,8,45019004702,1490,1286,74,81,740,SC,South Carolina,2332,63.9
49474,9,45019004702,1496,1288,75,83,742,SC,South Carolina,2332,64.2
57168,10,45019004702,1640,1392,84,97,822,SC,South Carolina,2332,70.3
2777,1,45019004800,164,163,0,0,73,SC,South Carolina,1891,8.7
6587,2,45019004800,195,194,0,0,92,SC,South Carolina,1891,10.3
11092,3,45019004800,403,394,0,2,219,SC,South Carolina,1891,21.3
16222,4,45019004800,1233,1166,6,21,640,SC,South Carolina,1891,65.2
21970,5,45019004800,1891,1770,9,47,1038,SC,South Carolina,1891,100.0
28257,6,45019004800,1891,1770,9,47,1038,SC,South Carolina,1891,100.0
34977,7,45019004800,1891,1770,9,47,1038,SC,South Carolina,1891,100.0
42074,8,45019004800,1891,1770,9,47,1038,SC,South Carolina,1891,100.0
49475,9,45019004800,1891,1770,9,47,1038,SC,South Carolina,1891,100.0
57169,10,45019004800,1891,1770,9,47,1038,SC,South Carolina,1891,100.0
2778,1,45019004901,120,119,0,0,63,SC,South Carolina,1838,6.5
6588,2,45019004901,155,152,0,2,86,SC,South Carolina,1838,8.4
11093,3,45019004901,409,387,0,5,225,SC,South Carolina,1838,22.3
16223,4,45019004901,673,629,2,9,386,SC,South Carolina,1838,36.6
21971,5,45019004901,1009,950,2,15,580,SC,South Carolina,1838,54.9
28258,6,45019004901,1259,1184,5,17,1044,SC,South Carolina,1838,68.5
34978,7,45019004901,1657,1554,5,28,1373,SC,South Carolina,1838,90.2
42075,8,45019004901,1695,1588,5,29,1401,SC,South Carolina,1838,92.2
49476,9,45019004901,1838,1716,5,42,1567,SC,South Carolina,1838,100.0
57170,10,45019004901,1838,1716,5,42,1567,SC,South Carolina,1838,100.0
2779,1,45019004902,621,601,0,10,603,SC,South Carolina,2509,24.8
6589,2,45019004902,824,788,0,11,709,SC,South Carolina,2509,32.8
11094,3,45019004902,1340,1277,0,23,986,SC,South Carolina,2509,53.4
16224,4,45019004902,1506,1436,0,26,1073,SC,South Carolina,2509,60.0
21972,5,45019004902,2283,2162,5,47,2699,SC,South Carolina,2509,91.0
28259,6,45019004902,2509,2369,7,51,2912,SC,South Carolina,2509,100.0
34979,7,45019004902,2509,2369,7,51,2912,SC,South Carolina,2509,100.0
42076,8,45019004902,2509,2369,7,51,2912,SC,South Carolina,2509,100.0
49477,9,45019004902,2509,2369,7,51,2912,SC,South Carolina,2509,100.0
57171,10,45019004902,2509,2369,7,51,2912,SC,South Carolina,2509,100.0
2780,1,45019005000,339,288,44,3,159,SC,South Carolina,4807,7.1
6590,2,45019005000,566,402,145,11,259,SC,South Carolina,4807,11.8
11095,3,45019005000,770,546,195,12,368,SC,South Carolina,4807,16.0
16225,4,45019005000,1040,768,237,13,505,SC,South Carolina,4807,21.6
21973,5,45019005000,1363,1009,311,17,700,SC,South Carolina,4807,28.4
28260,6,45019005000,1675,1201,423,20,859,SC,South Carolina,4807,34.8
34980,7,45019005000,1942,1317,565,24,994,SC,South Carolina,4807,40.4
42077,8,45019005000,4753,2440,2160,54,2339,SC,South Carolina,4807,98.9
49478,9,45019005000,4753,2440,2160,54,2339,SC,South Carolina,4807,98.9
57172,10,45019005000,4753,2440,2160,54,2339,SC,South Carolina,4807,98.9
2781,1,45019005100,220,4,212,0,128,SC,South Carolina,1639,13.4
6591,2,45019005100,590,304,264,3,455,SC,South Carolina,1639,36.0
11096,3,45019005100,782,450,291,17,605,SC,South Carolina,1639,47.7
16226,4,45019005100,788,455,291,17,607,SC,South Carolina,1639,48.1
21974,5,45019005100,965,618,291,20,729,SC,South Carolina,1639,58.9
28261,6,45019005100,1228,832,317,28,933,SC,South Carolina,1639,74.9
34981,7,45019005100,1439,988,357,34,1077,SC,South Carolina,1639,87.8
42078,8,45019005100,1632,1155,378,35,1227,SC,South Carolina,1639,99.6
49479,9,45019005100,1639,1162,378,35,1243,SC,South Carolina,1639,100.0
57173,10,45019005100,1639,1162,378,35,1243,SC,South Carolina,1639,100.0
2782,1,45019005200,192,134,57,0,118,SC,South Carolina,3945,4.9
6592,2,45019005200,192,134,57,0,118,SC,South Carolina,3945,4.9
11097,3,45019005200,192,134,57,0,118,SC,South Carolina,3945,4.9
16227,4,45019005200,412,302,92,3,225,SC,South Carolina,3945,10.4
21975,5,45019005200,913,668,178,27,488,SC,South Carolina,3945,23.1
28262,6,45019005200,1303,874,326,37,680,SC,South Carolina,3945,33.0
34982,7,45019005200,2183,1586,416,75,680,SC,South Carolina,3945,55.3
42079,8,45019005200,3945,2967,667,126,1032,SC,South Carolina,3945,100.0
49480,9,45019005200,3945,2967,667,126,1032,SC,South Carolina,3945,100.0
57174,10,45019005200,3945,2967,667,126,1032,SC,South Carolina,3945,100.0
2783,1,45019005400,489,6,467,1,188,SC,South Carolina,2102,23.3
6594,2,45019005400,856,90,741,5,351,SC,South Carolina,2102,40.7
11099,3,45019005400,1103,123,942,17,688,SC,South Carolina,2102,52.5
16229,4,45019005400,1392,291,1020,38,895,SC,South Carolina,2102,66.2
21977,5,45019005400,1392,291,1020,38,895,SC,South Carolina,2102,66.2
28264,6,45019005400,1422,292,1049,38,911,SC,South Carolina,2102,67.6
34984,7,45019005400,1579,342,1141,48,1003,SC,South Carolina,2102,75.1
42081,8,45019005400,1919,382,1424,63,1183,SC,South Carolina,2102,91.3
49482,9,45019005400,2040,386,1532,66,1254,SC,South Carolina,2102,97.1
57176,10,45019005400,2042,386,1534,66,1257,SC,South Carolina,2102,97.1
2784,1,45019005500,13,6,5,0,108,SC,South Carolina,1377,0.9
